"Country or Area","Year","Area","Sex","National and/or ethnic group","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Australia","2016","Total","Male","European, so described","Census - de jure - complete tabulation","Final figure, complete","2017","5897","1"
"Australia","2016","Total","Male","Hazara","Census - de jure - complete tabulation","Final figure, complete","2017","9182","1"
"Australia","2016","Total","Male","Maldivian","Census - de jure - complete tabulation","Final figure, complete","2017","252","1"
"Australia","2016","Total","Male","Nuer","Census - de jure - complete tabulation","Final figure, complete","2017","160","1"
"Australia","2016","Total","Male","Singaporean","Census - de jure - complete tabulation","Final figure, complete","2017","1751","1"
"Australia","2016","Total","Male","Sorb/Wend","Census - de jure - complete tabulation","Final figure, complete","2017","42","1"
"Australia","2016","Total","Male","Yazidi","Census - de jure - complete tabulation","Final figure, complete","2017","6","1"
"Australia","2016","Total","Male","Bari","Census - de jure - complete tabulation","Final figure, complete","2017","35","1"
"Australia","2016","Total","Male","Bhutanese","Census - de jure - complete tabulation","Final figure, complete","2017","2947","1"
"Australia","2016","Total","Male","Chaldean","Census - de jure - complete tabulation","Final figure, complete","2017","7207","1"
"Australia","2016","Total","Male","Darfu/Darfurian","Census - de jure - complete tabulation","Final figure, complete","2017","3","1"
"Australia","2016","Total","Male","Emirati","Census - de jure - complete tabulation","Final figure, complete","2017","83","1"
"Australia","2016","Total","Male","Igbo","Census - de jure - complete tabulation","Final figure, complete","2017","402","1"
"Australia","2016","Total","Male","Mandaean","Census - de jure - complete tabulation","Final figure, complete","2017","715","1"
"Australia","2016","Total","Male","Mandinka","Census - de jure - complete tabulation","Final figure, complete","2017","74","1"
"Australia","2016","Total","Male","Parsi","Census - de jure - complete tabulation","Final figure, complete","2017","67","1"
"Australia","2016","Total","Male","Qatari","Census - de jure - complete tabulation","Final figure, complete","2017","16","1"
"Australia","2016","Total","Male","Rohingya","Census - de jure - complete tabulation","Final figure, complete","2017","1212","1"
"Australia","2016","Total","Male","Shona","Census - de jure - complete tabulation","Final figure, complete","2017","362","1"
"Australia","2016","Total","Male","Sindhi","Census - de jure - complete tabulation","Final figure, complete","2017","273","1"
"Australia","2016","Total","Male","Swahili","Census - de jure - complete tabulation","Final figure, complete","2017","95","1"
"Australia","2016","Total","Male","Telugu","Census - de jure - complete tabulation","Final figure, complete","2017","640","1"
"Australia","2016","Total","Male","Themne","Census - de jure - complete tabulation","Final figure, complete","2017","18","1"
"Australia","2016","Total","Female","Total","Census - de jure - complete tabulation","Final figure, complete","2017","11855248","1"
"Australia","2016","Total","Female","Afgan","Census - de jure - complete tabulation","Final figure, complete","2017","21417","1"
"Australia","2016","Total","Female","Albanian","Census - de jure - complete tabulation","Final figure, complete","2017","5758","1"
"Australia","2016","Total","Female","Amhara","Census - de jure - complete tabulation","Final figure, complete","2017","109","1"
"Australia","2016","Total","Female","American","Census - de jure - complete tabulation","Final figure, complete","2017","10686","1"
"Australia","2016","Total","Female","Armenian","Census - de jure - complete tabulation","Final figure, complete","2017","7404","1"
"Australia","2016","Total","Female","Australian","Census - de jure - complete tabulation","Final figure, complete","2017","2424578","1"
"Australia","2016","Total","Female","Austrian","Census - de jure - complete tabulation","Final figure, complete","2017","9332","1"
"Australia","2016","Total","Female","Bangladeshi","Census - de jure - complete tabulation","Final figure, complete","2017","16590","1"
"Australia","2016","Total","Female","Basque","Census - de jure - complete tabulation","Final figure, complete","2017","127","1"
"Australia","2016","Total","Female","Belarus","Census - de jure - complete tabulation","Final figure, complete","2017","889","1"
"Australia","2016","Total","Female","Belgian","Census - de jure - complete tabulation","Final figure, complete","2017","2816","1"
"Australia","2016","Total","Female","Bengali","Census - de jure - complete tabulation","Final figure, complete","2017","4255","1"
"Australia","2016","Total","Female","Brazil","Census - de jure - complete tabulation","Final figure, complete","2017","7701","1"
"Australia","2016","Total","Female","Bulgarian","Census - de jure - complete tabulation","Final figure, complete","2017","2281","1"
"Australia","2016","Total","Female","Burgher","Census - de jure - complete tabulation","Final figure, complete","2017","194","1"
"Australia","2016","Total","Female","Burmese","Census - de jure - complete tabulation","Final figure, complete","2017","9869","1"
"Australia","2016","Total","Female","Canadian","Census - de jure - complete tabulation","Final figure, complete","2017","5479","1"
"Australia","2016","Total","Female","Chin","Census - de jure - complete tabulation","Final figure, complete","2017","3384","1"
"Australia","2016","Total","Female","Chinese","Census - de jure - complete tabulation","Final figure, complete","2017","606549","1"
"Australia","2016","Total","Female","Cook Islander","Census - de jure - complete tabulation","Final figure, complete","2017","5903","1"
"Australia","2016","Total","Female","Croatian","Census - de jure - complete tabulation","Final figure, complete","2017","44585","1"
"Australia","2016","Total","Female","Cubans","Census - de jure - complete tabulation","Final figure, complete","2017","264","1"
"Australia","2016","Total","Female","Czech","Census - de jure - complete tabulation","Final figure, complete","2017","6989","1"
"Australia","2016","Total","Female","Danish","Census - de jure - complete tabulation","Final figure, complete","2017","7937","1"
"Australia","2016","Total","Female","Dutch","Census - de jure - complete tabulation","Final figure, complete","2017","75461","1"
"Australia","2016","Total","Female","Egyptian","Census - de jure - complete tabulation","Final figure, complete","2017","18781","1"
"Australia","2016","Total","Female","English","Census - de jure - complete tabulation","Final figure, complete","2017","3997556","1"
"Australia","2016","Total","Female","Estonian","Census - de jure - complete tabulation","Final figure, complete","2017","2438","1"
"Australia","2016","Total","Female","Ethiopian","Census - de jure - complete tabulation","Final figure, complete","2017","6387","1"
"Australia","2016","Total","Female","Fijian","Census - de jure - complete tabulation","Final figure, complete","2017","11633","1"
"Australia","2016","Total","Female","Filipino","Census - de jure - complete tabulation","Final figure, complete","2017","142311","1"
"Australia","2016","Total","Female","Finnish","Census - de jure - complete tabulation","Final figure, complete","2017","6725","1"
"Australia","2016","Total","Female","French","Census - de jure - complete tabulation","Final figure, complete","2017","24750","1"
"Australia","2016","Total","Female","Frisian","Census - de jure - complete tabulation","Final figure, complete","2017","69","1"
"Australia","2016","Total","Female","Georgian","Census - de jure - complete tabulation","Final figure, complete","2017","221","1"
"Australia","2016","Total","Female","German","Census - de jure - complete tabulation","Final figure, complete","2017","224991","1"
"Australia","2016","Total","Female","Ghanaian","Census - de jure - complete tabulation","Final figure, complete","2017","2160","1"
"Australia","2016","Total","Female","Gibraltarian","Census - de jure - complete tabulation","Final figure, complete","2017","19","1"
"Australia","2016","Total","Female","Greek","Census - de jure - complete tabulation","Final figure, complete","2017","149364","1"
"Australia","2016","Total","Female","Guyanese","Census - de jure - complete tabulation","Final figure, complete","2017","157","1"
"Australia","2016","Total","Female","Hawaiian","Census - de jure - complete tabulation","Final figure, complete","2017","59","1"
"Australia","2016","Total","Female","Hispanic","Census - de jure - complete tabulation","Final figure, complete","2017","1170","1"
"Australia","2016","Total","Female","Hmong","Census - de jure - complete tabulation","Final figure, complete","2017","1565","1"
"Australia","2016","Total","Female","Hungarian","Census - de jure - complete tabulation","Final figure, complete","2017","20925","1"
"Australia","2016","Total","Female","Hutu","Census - de jure - complete tabulation","Final figure, complete","2017","16","1"
"Australia","2016","Total","Female","Icelandic","Census - de jure - complete tabulation","Final figure, complete","2017","222","1"
"Australia","2016","Total","Female","Indian","Census - de jure - complete tabulation","Final figure, complete","2017","258655","1"
"Australia","2016","Total","Female","Indian Tamil","Census - de jure - complete tabulation","Final figure, complete","2017","219","1"
